date,prob_cluster_0,prob_cluster_1,prob_cluster_2,prob_cluster_3,prob_cluster_4,prob_cluster_5,prob_cluster_6
1996-06-28,7.050751594775375e-07,4.219663273660414e-241,0.0832812811644333,3.0963948378984337e-116,0.9118221104470323,6.197311933432315e-68,0.004895903313375095
1996-07-05,7.050751594775375e-07,4.219663273660414e-241,0.0832812811644333,3.0963948378984337e-116,0.9118221104470323,6.197311933432315e-68,0.004895903313375095
1996-07-12,7.050751594775375e-07,4.219663273660414e-241,0.0832812811644333,3.0963948378984337e-116,0.9118221104470323,6.197311933432315e-68,0.004895903313375095
1996-07-19,7.050751594775375e-07,4.219663273660414e-241,0.0832812811644333,3.0963948378984337e-116,0.9118221104470323,6.197311933432315e-68,0.004895903313375095
1996-07-26,7.050751594775375e-07,4.219663273660414e-241,0.0832812811644333,3.0963948378984337e-116,0.9118221104470323,6.197311933432315e-68,0.004895903313375095
1996-08-02,7.050751594775375e-07,4.219663273660414e-241,0.0832812811644333,3.0963948378984337e-116,0.9118221104470323,6.197311933432315e-68,0.004895903313375095
1996-08-09,7.050751594775375e-07,4.219663273660414e-241,0.0832812811644333,3.0963948378984337e-116,0.9118221104470323,6.197311933432315e-68,0.004895903313375095
1996-08-16,7.050751594775375e-07,4.219663273660414e-241,0.0832812811644333,3.0963948378984337e-116,0.9118221104470323,6.197311933432315e-68,0.004895903313375095
1996-08-23,7.050751594775375e-07,4.219663273660414e-241,0.0832812811644333,3.0963948378984337e-116,0.9118221104470323,6.197311933432315e-68,0.004895903313375095
1996-08-30,7.050751594775375e-07,4.219663273660414e-241,0.0832812811644333,3.0963948378984337e-116,0.9118221104470323,6.197311933432315e-68,0.004895903313375095
1996-09-06,0.0,1.0,0.0,0.0,0.0,1.294394532485494e-120,0.0
1996-09-13,0.0,1.0,0.0,0.0,0.0,2.17414336717846e-90,0.0
1996-09-20,0.0,1.0,0.0,0.0,0.0,8.343715464534737e-93,0.0
1996-09-27,0.0,1.0,0.0,0.0,0.0,5.2989433594032245e-80,0.0
1996-10-04,0.0,1.0,0.0,0.0,0.0,5.101265763061572e-74,0.0
1996-10-11,0.0,1.0,0.0,0.0,0.0,3.847237825506396e-78,0.0
1996-10-18,0.0,1.0,0.0,0.0,0.0,4.614745315648939e-64,0.0
1996-10-25,0.0,1.0,0.0,0.0,0.0,4.328200017263323e-80,0.0
1996-11-01,0.0,1.0,0.0,0.0,0.0,9.259279308500869e-89,0.0
1996-11-08,0.0,1.0,0.0,0.0,0.0,1.548421994570356e-121,0.0
